AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,ModifiedDate
14992,8219 Moraga Road,,Renton,79,98055,2013-01-05 00:00:00
15127,3426 Fernwood Drive,,Renton,79,98055,2013-12-15 00:00:00
15182,1549 Wildewood Dr,,Renton,79,98055,2013-07-05 00:00:00
15214,1676 Valley Crest Drive,,Renton,79,98055,2013-03-23 00:00:00
15531,6104 North Civic Drive,,Renton,79,98055,2014-04-11 00:00:00
15556,9765 Marie Drive,,Renton,79,98055,2013-11-18 00:00:00
15647,5024 Euclid Avenue,,Renton,79,98055,2013-09-20 00:00:00
15810,112 RaceCt,,Renton,79,98055,2013-07-30 00:00:00
16389,4051 Daylight Place,,Renton,79,98055,2013-08-18 00:00:00
16394,1661 Military Way,,Renton,79,98055,2014-02-28 00:00:00
16505,7893 Carson Street,,Renton,79,98055,2014-02-14 00:00:00
16733,7632 Greenhills Circle,,Renton,79,98055,2013-08-22 00:00:00
16742,7072 Meadow Lane,,Renton,79,98055,2014-02-14 00:00:00
16988,325 Meager Dr,,Renton,79,98055,2011-07-20 00:00:00
17209,3965 Stony Hill Circle,,Renton,79,98055,2014-02-18 00:00:00
17238,5328 Reading Dr,,Renton,79,98055,2013-05-22 00:00:00
17444,8877 Weatherly Drive,,Renton,79,98055,2013-08-29 00:00:00
17545,8327 Newcastle Road,,Renton,79,98055,2013-10-27 00:00:00
17565,2346 Wren Ave,,Renton,79,98055,2013-07-03 00:00:00
17663,2264 Story Lane,,Renton,79,98055,2014-04-08 00:00:00
18058,3165 Fountain Rd.,,Renton,79,98055,2013-12-24 00:00:00
18464,737 Castle Rock Road,,Renton,79,98055,2013-07-22 00:00:00
18575,5919 Maywood Lane,,Renton,79,98055,2014-05-27 00:00:00
18802,7441 Clay Rd,,Renton,79,98055,2014-03-15 00:00:00
18856,1944 Serene Court,,Renton,79,98055,2014-04-26 00:00:00
19114,734 Mt. Tamalpais Place,,Renton,79,98055,2014-01-16 00:00:00
19220,8632 River Ash Court,,Renton,79,98055,2013-10-14 00:00:00
19481,921 Pembrook Court,,Renton,79,98055,2013-10-06 00:00:00
19843,5165 Cambridge Drive,,Renton,79,98055,2013-08-04 00:00:00
20065,7246 Ptarmigan Drive,,Renton,79,98055,2013-12-14 00:00:00
20098,2934 Bentley St.,,Renton,79,98055,2011-12-14 00:00:00
20122,8315 Near Ct.,,Renton,79,98055,2014-04-20 00:00:00
20140,3229 Gloria Terr.,,Renton,79,98055,2013-10-29 00:00:00
20685,7545 Stanford Way,,Renton,79,98055,2014-06-03 00:00:00
21420,5927 Seaview Avenue,,Renton,79,98055,2013-11-22 00:00:00
21603,1606 Alderwood Lane,,Renton,79,98055,2013-11-19 00:00:00
22085,7034 Petarct,,Renton,79,98055,2013-11-22 00:00:00
22185,2801 San Ramon Road,,Renton,79,98055,2013-09-09 00:00:00
22528,7779 Mt. Hood Circle,,Renton,79,98055,2014-03-26 00:00:00
22795,9830 Santa Ana Dr.,,Renton,79,98055,2014-02-18 00:00:00
23007,2133 Turner Dr.,,Renton,79,98055,2013-09-15 00:00:00
23022,2306 Hillridge Way,,Renton,79,98055,2014-04-22 00:00:00
23203,6576 Lime Ridge Dr.,,Renton,79,98055,2014-05-28 00:00:00
23700,7217 Mt. Wilson Way,,Renton,79,98055,2014-01-06 00:00:00
23823,9057 Palms Dr.,,Renton,79,98055,2014-02-09 00:00:00
24223,1767 Holton Court,,Renton,79,98055,2014-03-05 00:00:00
24656,2668 E. 79th Street,,Renton,79,98055,2014-03-24 00:00:00
25297,8054 Olivera Rd.,,Renton,79,98055,2014-02-09 00:00:00
25621,8859 Reliz Valley Road,,Renton,79,98055,2014-05-08 00:00:00
25999,9808 Deerfield Dr.,,Renton,79,98055,2011-11-05 00:00:00
26155,864 Wee Donegal,,Renton,79,98055,2014-05-18 00:00:00
26269,9891 Clayton Way,,Renton,79,98055,2014-04-09 00:00:00
26479,3539 Corte Poquito,,Renton,79,98055,2013-09-20 00:00:00
26629,1430 N. Civic Drive,,Renton,79,98055,2014-03-30 00:00:00
27013,5792 Gloria Terr.,,Renton,79,98055,2013-05-09 00:00:00
27030,3361 Greenhills Circle,,Renton,79,98055,2014-04-04 00:00:00
27080,8065 Sand Point Road,,Renton,79,98055,2012-05-26 00:00:00
27362,4660 Glenside Court,,Renton,79,98055,2014-02-20 00:00:00
27365,6155 Hawkridge Terr.,,Renton,79,98055,2013-12-19 00:00:00
27719,9621 Laurel Drive,,Renton,79,98055,2013-11-03 00:00:00
27720,1117 Diablo View Road,,Renton,79,98055,2013-08-06 00:00:00
27794,1579 Plaza Rosa,,Renton,79,98055,2013-04-18 00:00:00
27835,862 The Alameda,,Renton,79,98055,2013-09-22 00:00:00
28038,6307 Grenadine Way,,Renton,79,98055,2013-10-31 00:00:00
28086,4909 Poco Lane,,Renton,79,98055,2014-01-27 00:00:00
28231,8411 Mt. Olivet Place,,Renton,79,98055,2013-09-14 00:00:00
28706,1368 Palms Drive,,Renton,79,98055,2013-10-20 00:00:00
29405,9196 Landana Dr.,,Renton,79,98055,2013-09-20 00:00:00
29423,2574 Napa,,Renton,79,98055,2012-07-13 00:00:00
29865,6351 22nd Ave.,,Renton,79,98055,2014-05-27 00:00:00
