AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,ModifiedDate
18276,5831 Mountain View Place,,Seattle,79,98104,2013-09-13 00:00:00
18339,7569 Sierra Drive,# 105,Seattle,79,98104,2013-08-08 00:00:00
18517,3258 Marsh Meadow Way,,Seattle,79,98104,2014-02-06 00:00:00
18683,9018 Valley Crest Drive,,Seattle,79,98104,2014-05-15 00:00:00
18789,8122 Mink Court,,Seattle,79,98104,2013-08-13 00:00:00
18884,2198 Clay Road,,Seattle,79,98104,2014-03-11 00:00:00
19203,3465 Fitzpatrick Drive,,Seattle,79,98104,2014-01-18 00:00:00
19411,8259 Heavenly Drive,,Seattle,79,98104,2013-09-21 00:00:00
19813,1787 Acardia Pl.,,Seattle,79,98104,2014-03-04 00:00:00
20137,3443 Centennial Way,,Seattle,79,98104,2014-04-03 00:00:00
20164,665 Rishell Ct.,,Seattle,79,98104,2014-05-21 00:00:00
20416,6735 Alet Court,,Seattle,79,98104,2013-08-25 00:00:00
20745,9444 Camelback Ct.,,Seattle,79,98104,2014-01-04 00:00:00
20775,4762 Heights Avenue,,Seattle,79,98104,2013-09-20 00:00:00
21085,5665 Myrtle Drive,,Seattle,79,98104,2014-05-12 00:00:00
21762,7297 Kaywood Drive,,Seattle,79,98104,2012-11-26 00:00:00
22398,3513 Dorset Way,,Seattle,79,98104,2014-05-01 00:00:00
22643,261 Oak Park Blvd.,,Seattle,79,98104,2014-01-23 00:00:00
22979,6654 Folson Drive,,Seattle,79,98104,2014-06-23 00:00:00
23006,6949 Miguel Dr.,,Seattle,79,98104,2013-10-28 00:00:00
23039,5043 Minert Rd.,,Seattle,79,98104,2014-01-27 00:00:00
23175,5254 Westwood Lane,,Seattle,79,98104,2014-01-08 00:00:00
23303,4393 Chianti Pl.,,Seattle,79,98104,2013-09-19 00:00:00
24209,8546 Wilson Court,,Seattle,79,98104,2011-06-18 00:00:00
24239,6894 Oeffler Ln.,,Seattle,79,98104,2014-04-15 00:00:00
24818,7407 Spring Water St.,,Seattle,79,98104,2013-08-03 00:00:00
24895,2880 Ponderosa Dr.,,Seattle,79,98104,2013-07-20 00:00:00
24907,3307 Mt. Trinity Ct.,,Seattle,79,98104,2012-03-30 00:00:00
25262,5486 Woodruff Ln.,,Seattle,79,98104,2012-07-27 00:00:00
25696,4800 Atchinson Stage Ct.,,Seattle,79,98104,2013-06-30 00:00:00
25832,8486 Hazelwood Lane,,Seattle,79,98104,2013-11-13 00:00:00
25869,1386 Calle Verde,,Seattle,79,98104,2013-08-17 00:00:00
25944,6385 Mark Twain,,Seattle,79,98104,2012-06-12 00:00:00
25945,7880 Mission Drive,,Seattle,79,98104,2013-08-17 00:00:00
25980,490 Sepulveda Ct.,,Seattle,79,98104,2013-10-17 00:00:00
26685,673 Old Mountain View Dr.,,Seattle,79,98104,2013-11-23 00:00:00
27027,3575 Chisholm Way,,Seattle,79,98104,2013-07-30 00:00:00
27118,9473 Wawona Lane,,Seattle,79,98104,2014-05-08 00:00:00
27736,6244 Bayviews Circle,,Seattle,79,98104,2013-12-06 00:00:00
27822,5734 Ashford Court,,Seattle,79,98104,2013-11-14 00:00:00
28059,9008 Creekside Drive,,Seattle,79,98104,2014-03-22 00:00:00
28130,5415 San Gabriel Dr.,,Seattle,79,98104,2014-05-12 00:00:00
28721,8757 Keith Court,,Seattle,79,98104,2014-01-04 00:00:00
28991,6827 Glazier Dr.,,Seattle,79,98104,2013-11-26 00:00:00
29066,6401 Cook Street,,Seattle,79,98104,2014-05-15 00:00:00
29439,6062 Sudan Loop,,Seattle,79,98104,2014-06-10 00:00:00
29848,8568 San Vincente Drive,,Seattle,79,98104,2014-03-08 00:00:00
29864,1946 Valley Crest Drive,,Seattle,79,98104,2014-03-05 00:00:00
32506,5407 Cougar Way,,Seattle,79,98104,2008-12-26 00:00:00
32510,1349 Steven Way,,Seattle,79,98104,2009-02-26 00:00:00
32519,137 Mazatlan,,Seattle,79,98104,2009-02-11 00:00:00
